310.28309431,308.60000000,312.00000000,308.60000000,117203.99600000,36366418.54410000
310.28309431,308.60000000,312.00000000,308.60000000,117203.99600000,36366418.54410000
310.28309431,308.60000000,312.00000000,308.60000000,117203.99600000,36366418.54410000
310.28309431,308.60000000,312.00000000,308.60000000,117203.99600000,36366418.54410000
310.28309431,308.60000000,312.00000000,308.60000000,117203.99600000,36366418.54410000
310.28310295,308.60000000,312.00000000,308.60000000,117203.38700000,36366230.59430000
310.28309431,308.60000000,312.00000000,308.60000000,117203.99600000,36366418.54410000
310.28309431,308.60000000,312.00000000,308.60000000,117203.99600000,36366418.54410000
310.28310295,308.60000000,312.00000000,308.60000000,117203.38700000,36366230.59430000
310.28311512,308.60000000,312.00000000,308.60000000,117204.79000000,36366667.34820000
